"date","discharge"
2021-03-13,68.5
2021-03-14,57.8
2021-03-15,81.9
2021-03-16,115
2021-03-17,87.3
2021-03-18,93.9
2021-03-19,77.2
2021-03-20,63.9
2021-03-21,52.4
2021-03-22,67.4
2021-03-23,62.5
2021-03-24,60.5
2021-03-25,67.1
2021-03-26,94.4
2021-03-27,73.8
2021-03-28,55.5
2021-03-29,95.7
2021-03-30,81.7
2021-03-31,114
2021-04-01,136
2021-04-02,158
2021-04-03,182
2021-04-04,129
2021-04-05,86.3
2021-04-06,77.5
2021-04-07,93.9
2021-04-08,94.7
2021-04-09,89.2
2021-04-10,79.4
2021-04-11,55.5
2021-04-12,83.2
2021-04-13,90.2
2021-04-14,125
2021-04-15,145
2021-04-16,149
2021-04-17,153
2021-04-18,166
2021-04-19,174
2021-04-20,186
2021-04-21,217
2021-04-22,212
2021-04-23,208
2021-04-24,166
2021-04-25,141
2021-04-26,140
2021-04-27,135
2021-04-28,108
2021-04-29,80.2
2021-04-30,97.3
2021-05-01,97.4
2021-05-02,97.4
2021-05-03,87
2021-05-04,121
2021-05-05,132
2021-05-06,133
2021-05-07,129
2021-05-08,116
2021-05-09,95.6
2021-05-10,90.9
2021-05-11,82.9
2021-05-12,121
2021-05-13,121
2021-05-14,137
2021-05-15,140
2021-05-16,135
2021-05-17,133
2021-05-18,331
2021-05-19,665
2021-05-20,350
2021-05-21,208
2021-05-22,184
2021-05-23,144
2021-05-24,151
2021-05-25,142
2021-05-26,132
2021-05-27,120
2021-05-28,100
2021-05-29,118
2021-05-30,84.7
2021-05-31,118
2021-06-01,119
2021-06-02,112
2021-06-03,70.3
2021-06-04,89.6
2021-06-05,68.6
2021-06-06,67
2021-06-07,98.8
2021-06-08,91.8
2021-06-09,44.6
2021-06-10,54.6
2021-06-11,90.1
2021-06-12,70.5
2021-06-13,54
2021-06-14,65.6
2021-06-15,93.8
2021-06-16,64.8
2021-06-17,63.9
2021-06-18,63.3
2021-06-19,52.8
2021-06-20,35.4
2021-06-21,43.3
2021-06-22,52.9
2021-06-23,57.3
2021-06-24,77.8
2021-06-25,103
2021-06-26,65.2
2021-06-27,59.6
2021-06-28,80.6
2021-06-29,66.1
2021-06-30,56.6
2021-07-01,64.2
2021-07-02,119
2021-07-03,84
2021-07-04,78.7
2021-07-05,81.7
2021-07-06,57.1
2021-07-07,52.8
2021-07-08,49.3
2021-07-09,48.7
2021-07-10,49
2021-07-11,85.7
2021-07-12,123
2021-07-13,150
2021-07-14,185
2021-07-15,111
2021-07-16,67.6
2021-07-17,55.9
2021-07-18,59.8
2021-07-19,72.2
2021-07-20,68.3
2021-07-21,63.5
2021-07-22,90.8
2021-07-23,88
2021-07-24,65.7
2021-07-25,48.2
2021-07-26,50.6
2021-07-27,67.3
2021-07-28,62.9
2021-07-29,50
2021-07-30,49.7
2021-07-31,67.3
2021-08-01,72.7
2021-08-02,66.8
2021-08-03,67
2021-08-04,75.7
2021-08-05,87.7
2021-08-06,263
2021-08-07,160
2021-08-08,112
2021-08-09,107
2021-08-10,84.9
2021-08-11,85.4
2021-08-12,78.9
2021-08-13,63
2021-08-14,50.2
2021-08-15,49.7
2021-08-16,54.7
2021-08-17,63.5
2021-08-18,89.4
2021-08-19,66
2021-08-20,53.8
2021-08-21,59.3
2021-08-22,51.5
2021-08-23,62.8
2021-08-24,120
2021-08-25,160
2021-08-26,110
2021-08-27,103
2021-08-28,79.1
2021-08-29,74.9
2021-08-30,493
2021-08-31,696
2021-09-01,747
2021-09-02,732
2021-09-03,423
2021-09-04,210
2021-09-05,159
2021-09-06,154
2021-09-07,143
2021-09-08,109
2021-09-09,88.3
2021-09-10,96.6
2021-09-11,74.4
2021-09-12,59.4
2021-09-13,57.6
2021-09-14,71.9
2021-09-15,76.8
2021-09-16,72
2021-09-17,179
2021-09-18,253
2021-09-19,229
2021-09-20,168
2021-09-21,119
2021-09-22,87.5
2021-09-23,84.3
2021-09-24,77.4
2021-09-25,68.2
2021-09-26,71.9
2021-09-27,73.1
2021-09-28,69.9
2021-09-29,71.1
2021-09-30,74.4
2021-10-01,82.4
2021-10-02,88
2021-10-03,70.1
2021-10-04,77.6
2021-10-05,94.6
2021-10-06,109
2021-10-07,107
2021-10-08,111
2021-10-09,68
2021-10-10,49.8
2021-10-11,60.3
2021-10-12,62.9
2021-10-13,62.8
2021-10-14,63.1
2021-10-15,63.1
2021-10-16,64.5
2021-10-17,63.2
2021-10-18,64.7
2021-10-19,60.6
2021-10-20,62.4
2021-10-21,50.1
2021-10-22,33.5
2021-10-23,32.5
2021-10-24,43.1
2021-10-25,47
2021-10-26,43.7
2021-10-27,32.9
2021-10-28,36.2
2021-10-29,50.9
2021-10-30,31.5
2021-10-31,32.8
2021-11-01,34.3
2021-11-02,57.3
2021-11-03,64.8
2021-11-04,25
2021-11-05,30.3
2021-11-06,36.9
2021-11-07,32.5
2021-11-08,32.8
2021-11-09,32.1
2021-11-10,32.5
2021-11-11,32.2
2021-11-12,32.5
2021-11-13,32.4
2021-11-14,29.6
2021-11-15,23.9
2021-11-16,31.2
2021-11-17,35.7
2021-11-18,32.5
2021-11-19,32.5
2021-11-20,31.8
2021-11-21,31.6
2021-11-22,31.5
2021-11-23,32.5
2021-11-24,32.6
2021-11-25,36.4
2021-11-26,42.1
2021-11-27,41.6
2021-11-28,32.4
2021-11-29,32.5
2021-11-30,32.5
2021-12-01,32.5
2021-12-02,31.9
2021-12-03,25.5
2021-12-04,23.7
2021-12-05,23.7
2021-12-06,26.9
2021-12-07,31.5
2021-12-08,31.6
2021-12-09,31.3
2021-12-10,31.4
2021-12-11,31.2
2021-12-12,31
2021-12-13,30.6
2021-12-14,31
2021-12-15,31.2
2021-12-16,31.4
2021-12-17,31.4
2021-12-18,30.9
2021-12-19,31.4
2021-12-20,31.5
2021-12-21,47.9
2021-12-22,57.6
2021-12-23,36.5
2021-12-24,31.5
2021-12-25,31.6
2021-12-26,31.4
2021-12-27,45.2
2021-12-28,41.3
2021-12-29,30.5
2021-12-30,30.7
2021-12-31,35.9
2022-01-01,62.7
2022-01-02,113
2022-01-03,145
2022-01-04,145
2022-01-05,159
2022-01-06,137
2022-01-07,108
2022-01-08,94.8
2022-01-09,57
2022-01-10,65.3
2022-01-11,75.7
2022-01-12,72.3
2022-01-13,53
2022-01-14,32.7
2022-01-15,42.9
2022-01-16,56.6
2022-01-17,42.1
2022-01-18,58.3
2022-01-19,58.4
2022-01-20,59.4
2022-01-21,60.8
2022-01-22,58.4
2022-01-23,32.3
2022-01-24,37.3
2022-01-25,31.7
2022-01-26,45.4
2022-01-27,34.1
2022-01-28,33.3
2022-01-29,51.5
2022-01-30,32.5
2022-01-31,51
2022-02-01,59.3
2022-02-02,53.6
2022-02-03,62.8
2022-02-04,80
2022-02-05,35.4
2022-02-06,44.9
2022-02-07,49.2
2022-02-08,67.4
2022-02-09,51.2
2022-02-10,103
2022-02-11,102
2022-02-12,94.8
2022-02-13,95.1
2022-02-14,72.1
2022-02-15,73.6
2022-02-16,63.6
2022-02-17,60.3
2022-02-18,105
2022-02-19,134
2022-02-20,118
2022-02-21,126
2022-02-22,112
2022-02-23,97.6
2022-02-24,82.6
2022-02-25,59.7
2022-02-26,62
2022-02-27,67.4
2022-02-28,68.6
2022-03-01,62.6
2022-03-02,77.8
2022-03-03,59.3
2022-03-04,58.8
2022-03-05,58.9
2022-03-06,58.4
2022-03-07,58.8
2022-03-08,55.4
2022-03-09,51.8
2022-03-10,47.9
2022-03-11,38
2022-03-12,32.9
2022-03-13,30.6
2022-03-14,32.1
2022-03-15,44.1
2022-03-16,45.8
2022-03-17,36.4
2022-03-18,36.7
2022-03-19,47.1
2022-03-20,38.2
2022-03-21,52.1
2022-03-22,55.2
2022-03-23,49
2022-03-24,48.2
2022-03-25,50.8
2022-03-26,50
2022-03-27,57.1
2022-03-28,107
2022-03-29,107
2022-03-30,108
2022-03-31,113
2022-04-01,132
2022-04-02,131
2022-04-03,130
2022-04-04,132
2022-04-05,118
2022-04-06,96.5
2022-04-07,87.1
2022-04-08,59
2022-04-09,108
2022-04-10,113
2022-04-11,129
2022-04-12,127
2022-04-13,111
2022-04-14,72.8
2022-04-15,102
2022-04-16,83
2022-04-17,99
2022-04-18,87.2
2022-04-19,116
2022-04-20,70.3
2022-04-21,59.7
2022-04-22,77.7
2022-04-23,87.1
2022-04-24,47.5
2022-04-25,56.7
2022-04-26,95.5
2022-04-27,105
2022-04-28,113
2022-04-29,109
2022-04-30,106
2022-05-01,98.5
2022-05-02,94.8
2022-05-03,70
2022-05-04,68.6
2022-05-05,79.2
2022-05-06,97.1
2022-05-07,108
2022-05-08,104
2022-05-09,106
2022-05-10,117
2022-05-11,78.2
2022-05-12,67.3
2022-05-13,68.1
2022-05-14,45.8
2022-05-15,55.9
2022-05-16,76.2
2022-05-17,72.8
2022-05-18,60.3
2022-05-19,69.3
2022-05-20,67.5
2022-05-21,62.5
2022-05-22,48.6
2022-05-23,56.4
2022-05-24,64.1
2022-05-25,58.1
2022-05-26,61.1
2022-05-27,60.9
2022-05-28,53.8
2022-05-29,51
2022-05-30,71.2
2022-05-31,50.8
2022-06-01,34.9
2022-06-02,45.5
2022-06-03,47.3
2022-06-04,40.5
2022-06-05,38.7
2022-06-06,43.4
2022-06-07,30.5
2022-06-08,32.5
2022-06-09,47
2022-06-10,46.4
2022-06-11,36.5
2022-06-12,36.5
2022-06-13,32.5
2022-06-14,34.5
2022-06-15,38.4
2022-06-16,44.6
2022-06-17,44.9
2022-06-18,43.8
2022-06-19,31
2022-06-20,35.3
2022-06-21,40.4
2022-06-22,34.7
2022-06-23,36.9
2022-06-24,36.1
2022-06-25,28.5
2022-06-26,24.4
2022-06-27,22.9
2022-06-28,21.5
2022-06-29,27
2022-06-30,42.6
2022-07-01,38.8
2022-07-02,33.7
2022-07-03,34.2
2022-07-04,33.6
2022-07-05,32.7
2022-07-06,36.4
2022-07-07,35.6
2022-07-08,35
2022-07-09,31.8
2022-07-10,39.3
2022-07-11,34.4
2022-07-12,33.4
2022-07-13,36.6
2022-07-14,33.3
2022-07-15,36.4
2022-07-16,36.3
2022-07-17,32.7
2022-07-18,36.5
2022-07-19,33.8
2022-07-20,34.5
2022-07-21,32.1
2022-07-22,29
2022-07-23,30.1
2022-07-24,30
2022-07-25,29.9
2022-07-26,25
2022-07-27,25
2022-07-28,24.5
2022-07-29,24.5
2022-07-30,28
2022-07-31,34.5
2022-08-01,38.8
2022-08-02,38.3
2022-08-03,42.6
2022-08-04,33.6
2022-08-05,32.9
2022-08-06,29.9
2022-08-07,35.9
2022-08-08,33.4
2022-08-09,30.7
2022-08-10,28.3
2022-08-11,23.2
2022-08-12,22.1
2022-08-13,26.5
2022-08-14,32.5
2022-08-15,32.5
2022-08-16,28.5
2022-08-17,34.5
2022-08-18,34.5
2022-08-19,28.5
2022-08-20,38.9
2022-08-21,36.5
2022-08-22,46.7
2022-08-23,48.3
2022-08-24,58.3
2022-08-25,43.2
2022-08-26,34.5
2022-08-27,25.5
2022-08-28,25.7
2022-08-29,26.3
2022-08-30,25.2
2022-08-31,26.5
2022-09-01,26.9
2022-09-02,32.2
2022-09-03,36.9
2022-09-04,30.6
2022-09-05,35.4
2022-09-06,28.3
2022-09-07,25.2
2022-09-08,22.4
2022-09-09,22
2022-09-10,22.5
2022-09-11,21.9
2022-09-12,21.8
2022-09-13,22.6
2022-09-14,24.9
2022-09-15,26
2022-09-16,28.3
2022-09-17,24.7
2022-09-18,25.4
2022-09-19,26.1
2022-09-20,36.9
2022-09-21,60.6
2022-09-22,49.4
2022-09-23,59
2022-09-24,63.4
2022-09-25,47.5
2022-09-26,43.2
2022-09-27,60.5
2022-09-28,44.6
2022-09-29,50.7
2022-09-30,69.5
2022-10-01,68.1
2022-10-02,59
2022-10-03,66.8
2022-10-04,94.7
2022-10-05,122
2022-10-06,108
2022-10-07,102
2022-10-08,95.3
2022-10-09,67.3
2022-10-10,62.9
2022-10-11,47
2022-10-12,61
2022-10-13,68.6
2022-10-14,75.9
2022-10-15,58.6
2022-10-16,37.2
2022-10-17,46.9
2022-10-18,49
2022-10-19,42.7
2022-10-20,44.3
2022-10-21,39.6
2022-10-22,31.1
2022-10-23,33.1
2022-10-24,42.4
2022-10-25,35.8
2022-10-26,42.6
2022-10-27,35.2
2022-10-28,33.7
2022-10-29,34.1
2022-10-30,30.3
2022-10-31,25.4
